Email Text,Email Type
"software at incredibly low prices ( 85 % lower ) . chateaus macpaint dress , land method , mother , language . numeral who low few . process join boat star . said add was . vary valley soon . gold note fine table . store , where egg , on friend hour say . add use , table , thousand , press start , system . trade indicate self . mile , does star . may house write course test air . north organ hunt section bad . hard oxygen don ' t answer , are big company .",Phishing Email
"best online drugs here prohibitory merrymake reprisal wolff contextual bramble budge biscuit gershwin audio need pres cription medication without a prior prescri ption ? simple , quick and affordable ! we deliver quality medications to your door ! stop getting brochures here comedian hexadecimal chat debugged lantern elementary",Phishing Email
take control of your health cheapest and best fda drug . s service on the internet . free shlpplng,Phishing Email
"<!--
 body      { BACKGROUND-IMAGE: url(http://images.lockergnome.com/images/issue/top-right.gif); color: #331F30 }
 a:link    { COLOR: #331F30; TEXT-DECORATION: underline; font-weight: normal }
 a:visited { COLOR: #331F30; TEXT-DECORATION: underline; font-weight: normal }
 a:active  { COLOR: GRAY; text-decoration: none }
 a:hover   { color: GRAY; TEXT-DECORATION: none }
 p.title   { BACKGROUND: #C69EBF; BORDER-BOTTOM: #4F2F4A 4px solid; BORDER-LEFT: #E7D5E4 4px solid; BORDER-RIGHT: #4F2F4A 4px solid; BORDER-TOP: #E7D5E4 4px solid; COLOR: #331F30; FONT-FAMILY: Comic Sans MS, Trebuchet MS, Helvetica, Arial; FONT-SIZE: 14pt; FONT-WEIGHT: normal }
 p.sidebar { BACKGROUND: #E7D5E4; BORDER-BOTTOM: #C69EBF 3px solid; BORDER-LEFT: #FFFFFF 3px solid; BORDER-RIGHT: #C69EBF 3px solid; BORDER-TOP: #FFFFFF 3px solid; COLOR: #331F30; FONT-FAMILY: Comic Sans MS, Trebuchet MS, Helvetica, Arial; FONT-SIZE: 10pt; FONT-WEIGHT: bold; TEXT-ALIGN: center } 
 .url      { font-size: 8pt; font-family: Verdana, Tahoma, Arial }
-->
20020718 Lockergnome Tech SpecialistÃÂ  07.18.2002 GnomeREPORT 
Keep your Web site working fast and smart with UltraDNS. More reliable
performance means more traffic, more sales, and more profits. Outsource your
DNS management and save. Basic DNS for only $1.00 a month. 
Click here to
find out more.
I thought I baked my Dell PowerEdge 1400SC server yesterday 
when it refused to boot completely. I borrowed a data vac 
from a friend and decided to clean all of the dust and cat 
hair from my systems, then after reconnecting everything, 
the server would boot to the initial splash screen, where 
there is a POST progress bar, but would not proceed past 
past about the first 1/5th of the bar. Uh-oh. What did I 
fry?As it turns out, it was another case of ""always check the 
small stuff"". Oh, I had all of the cables plugged back in to 
the server properly, I checked all of that, but it didn't 
dawn on me until about a half dozen boot attempts later that 
I should probably turn an eye toward the other end of the 
cables. That server is connected to an 8-port Compaq KVM 
switch and with all of the yanking, plucking and shuffling, 
the keyboard cable had been eeked out of the switch just a 
tad. Why the server didn't display a keyboard warning 
message like every other computer on the planet, I can only 
attribute to the BIOS developers. Server Satchel, running 
Red Hat Linux 7.2 is now operating as it was previously. The 
penguin is happy. The server case is even black. How 
appropriate...See You in August,ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ Randy NielandÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ GnomeNETWORK
Windows XP Security Checklist
Finely crafted by Bernie Klinderhttp://www.labmice.net/articles/winxpsecuritychecklist.htm
With all of the security features crammed into Windows XP, 
where does one start? Do you need VPN capability? Is NTFS an 
appropriate file system choice for you? Is there any value 
at all in Simple File Sharing? After much hounding, Bernie 
Klinder has drawn up a healthy checklist of things you need 
to address under Windows XP in order to maintain a system 
that is both security and compatible with the rest of your 
computing world.
ÃÂ GnomeSYSTEM
ATI Still Makes Video Cards?
http://www.anandtech.com/video/showdoc.html?i=1656
Say it isn't so! Yes, apparently they do still have 
something to say about NVIDIA's dominance in the video card 
market. Seeing as how they've been all but dumped by the 
majority of top-tier system makers, it's hard to believe 
that they are capable of a serious comeback. Judging from 
what AnandTech has to say about the forthcoming R300-based 
cards, it appears that they haven't thrown in the towel just 
yet. I'm all for competition, so I welcome the effective re-
entrance into the high end market. Let's all hope that their 
driver development has improved as much as their hardware 
seems to have. 
GET WINDOWS XP TIPS: Months after the release of Windows XP Professional and Home editions, people are still learning the nuances of Microsoft's newest operating system. Whether you've been using it for a while or are planning to upgrade to the new OS soon, this ebook is right up your alley. 
GET YOUR COPY 
of Lockergnome's Top 50 Windows XP tips now!    
ÃÂ GnomeALERTZ
Today's Top 5 kbAlertzQ292108 - WD2002: GetSpellingSuggestions Method Does Not List Non-English Language Suggestions (Q292108)
Q290981 - WD2002: ""File Conversion Encoding"" Dialog Box Appears When You Open Text File (Q290981)
Q290969 - WD2002: Run-Time Error 5 When You Use Mid(), Left(), or Right() Function (Q290969)
Q290967 - WD2002: Cannot Place a Bullet in the Middle of a Sentence or Paragraph (Q290967)
Q201953 - WD2000: Macro to Find Automatic (Soft) Page Breaks (Q201953)
Recommend It!
ÃÂ GnomeASSISTANT
Technical Censorship
http://news.com.com/2100-1023-944315.html
Odd. I liked that cup of Mocha (spelled M-O-C-H-A and I'll explain in a minute) I drank at Starbucks when Jake and I visited last week, but if I wanted to relay that to someone using a Yahoo email account, you might see an alternate word. Thus the additional hyphenated spelling just in case those of you using Yahoo to subscribe to Lockergnome actually received your issues and the word has been altered to suit their personal opinion of my choice in drinks. They've also had a terrible time interpretting our W3C standardized HTML lately, dropping in copious #message references throughout the text in their new Beta email client. So why the text replacement? It's another filtering technique to stop certain words that might relate to JavaScript functions. I guess I'll have to choose another beverage next time. Silly me.ÃÂ GnomeSTUFF
Yer Kidding... Really?
http://www.theregus.com/content/4/25629.html
I'm all sorts of sarcastic today, aren't I? Those of us 
that have had to manage budgets are used to dealing with 
math in terms of hardware, software, maintenance and 
personnel costs. It's not really that difficult. It's 
certainly not hard to see that dropping a free version of 
Linux on a server with less hardware requirements just to do 
some file sharing, printing and maybe an Intranet page or 
three is far cheaper than using Windows. At very long last, 
Microsoft has admitted as much. Of course, they're quick to 
point out that they have much more to offer than Linux, 
which may indeed be true. But at the end of the day, when 
you compare donuts to donuts and like functions against one 
another, Linux is cheaper. For a shop of Windows-trained 
staff, dealing with Linux will certainly be a challenge, 
requiring additional training, suffer the odd blunder here 
and there, and be less forgiving when it comes to detailed 
configuration. On the same token, make a Linux whiz use 
Windows and see how quickly you'll be searching for a 
replacement. Cheap is in the budget of the beholder.
Recommend It!http://www.lockergnome.com/issues/techspecialist/20020718.html
Your subscribed e-mail address is: [qqqqqqqqqq-lg@spamassassin.taint.org] - To unsubscribe or change your delivery address, please visit the subscription management page. For further information, please refer to the GnomeCREDITS in the sidebar.LOOK OVER HEREÃÂ Download Tip eBooksÃÂ Latest Windows Daily
ÃÂ Latest Digital Media
ÃÂ Latest Tech Specialist
ÃÂ Latest Penguin Shell
ÃÂ Latest Apple Core
ÃÂ Latest Web Weekly
ÃÂ Latest Bits & Bytes
ÃÂ Latest Audio ShowÃÂ Low Price Search
ÃÂ Our Tech ConferenceÃÂ Microsoft Office Tips
ÃÂ PC Productivity Tips
ÃÂ Cool Internet Tips
ÃÂ Windows 2000 Tips
ÃÂ Windows XP TipsÃÂ Tell a Friend About Us!
ÃÂ Suggest a Feature
ÃÂ Advertise With Us
ÃÂ High-Tech Job Search
ÃÂ Chat With Gnomies
ÃÂ Watch The Webcams
ÃÂ Computer Power UserÃÂ Read Past Issues
ÃÂ Download X-Setup
ÃÂ About Lockergnome
ÃÂ Our Privacy Policy
ÃÂ View More Options
ÃÂ Our XML / RSS Feed
ÃÂ Syndicate Our Tips
ÃÂ Link To Lockergnome
ÃÂ Get Chris's Book
ÃÂ E-mail a Suggestion
ÃÂ Your Rant / Rave
ÃÂ General Feedback
ÃÂ The Editor's Blog
ÃÂ E-mail the Editor
ÃÂ SOUND SYSTEMS
Yamaha RX-V1200
Sony DAVC900
Harman Kardon	AVR520
Denon	AVR5803
Pioneer VSXD811S
Pioneer Elite	VSX49TX
Sony HTDDW840
Yamaha HTR5560
BOSE LS122BK
Sony DAVC450ÃÂ GNOMESPECIALS
ÃÂ Manage Your Workgroup
ÃÂ Form Pilot
ÃÂ Say the Time 5.0
ÃÂ Boomer - Stream Now
ÃÂ Create Web/CD catalog
ÃÂ Easy Web Editor
ÃÂ Kleptomania
ÃÂ Tag&Rename
ÃÂ Pretty Good Solitaire
ÃÂ Visualize Color Combos
ÃÂ FirstStop WebSearch
ÃÂ Ecobuilder
ÃÂ Book Collector
Get Listed Here
Question: which group is 250,000+ strong and always looking for stuff to make their personal and professional lives run smoother? 
ÃÂ 
CLICK HERE TO ZOOMÃÂ 
LOOK IT UPÃÂ 
BYTE ME NOWÃÂ©2002, Lockergnome LLC. ISSN: 1095-3965. All Rights Reserved. Please read our Terms of Service. Our Web site is hosted by DigitalDaze. Domain registered at DNS Central.",Safe Email
"books on terminology john benjamins publishing would like to call your attention to the following new titles in the field of terminology : handbook of terminology management volume 1 : basic aspects of terminology management sue ellen wright & gerhard budin ( comps . ) 1997 xiv , 370 pp . us / canada : cloth : 1 55619 508 7 price : us $ 94 . 00 rest of the world : cloth : 90 272 2154 5 price : hfl . 188 , - - john benjamins publishing web site : http : / / www . benjamins . com for further information via e-mail : service @ benjamins . com this unique work is designed to meet the practical needs of terminologists , translators , lexicographers , subject specialists ( e . g . , engineers , medical professionals , etc . ) , standardizers and others who have to solve terminological problems in their daily work . in more than 700 pages , the handbook brings together contributions from approximately 50 expert authorities in the field . the handbook covers a broad range of topics integrated from an international perspective and treats such fundamental issues as : - practical methods of terminology management - types and applications of terminology management creation and use of terminological tools ( terminology databases , on-line dictionaries , etc . ) - terminological applications in : - technical writing , translation and information management - natural language processing - language planning and legal , ethical concerns - terminology training . the high level of expertise provided by the contributors , combined with the wide range of perspectives they represent , results in a thorough coverage of all facets of a burgeoning field . the lay-out of the handbook is specially designed for quick and for cross reference , with hypertext and an extensive index . - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - bernadette martinez - keck tel : ( 215 ) 836-1200 publicity / marketing fax : ( 215 ) 836-1204 john benjamins north america e-mail : bernie @ benjamins . com po box 27519 philadelphia pa 19118-0519 check out the john benjamins web site : http : / / www . benjamins . com",Safe Email
"now this acts quicker and lasts much longer ! hello ! vlgr professi 0 nal ( $ 1 . 88 per dose ) vlgr soft tbs ( $ 1 . 99 per dose ) generc vlgr ( $ 1 . 8 o per dose ) clls ( $ 2 . 99 per dose ) clls soft tbs ( $ 2 . 25 per dose ) the fear of the lord is the beginning of wisdom and the knowledge of the holy is understanding . much food is in the tillage of the poor but there is that is destroyed for want of judgment . whoso is simple , let him turn in hither and as for him that wanteth understanding , she saith to him , let thine eyes look right on , and let thine eyelids look straight before thee . a merry heart maketh a cheerful countenance but by sorrow of the heart the spirit is broken .",Phishing Email
"sexually - explicit : dvd quality movies u download and keep specializing in riske downloadable dvd quality movies the movie matrix is the only a - - d * ult movie site that focuses on high - quality , high - res movies and clips that you can download and keep . check out thousands of all new movies just waiting to be downloaded and you can join without paying a penny you are receiving this as part of a previous customer list . to be rmvd go http : / / funtimezgirls . com / r . html ? diamagnetismsampson gpc marketing ltd . els bldg po 696 main st nevis w . i . the bernstein and the watchmen bruceg @ em . ca beacon . when she accession ajar aviate everthything . if you went merle lineman padincautious lawbreaking .",Phishing Email
"as you requested - - free samples and information free samples and information call toll free 1-877 - 679-goal ( 4625 ) increase energy , stamina and endurance ! raise your metabolism and burn fat naturally ! increase mental energy level ! control hunger ! reduce sugar cravings ! no exercise ! no diets ! this is a $ 5 . 00 value absolutely free with no risk to you . you call us , no salesman will ever call you . 100 % natural , healthy , and legal . our free sample packet includes all information for our revolutionary product , including all details of herbal energy plus and what it can do for you . you have nothing to lose ! order your free samples and information packet now ! this is a limited time offer ! call our toll free hotline 1-877 - 679-goal ( 4625 ) your order will be shipped to you the very next day . thank your for your time and interest . endeavors international is a company devoted to people helping people . all of our products come with a 100 % no risk money back guarantee . our number one goal is customer satisfaction . thank you for your interest . this is a one time mailing . to be removed from this list reply to : rustyoo @ juno . com with remove in the subject line .",Phishing Email
"
SL> 
SL> Misc rants about finding jobs, java vs C, what makes a good programmer, etc.
SL> SL> Okay, hmm, I thought twice about this, but what the hey, jobs are hard to
SL> come by. There's a company hiring in Mountain View, looking for a few good
I give Adam an hour or so to come up with an adequate number of
excuses as to why -this- job isn't worth it.  :)GO Adam GO!
",Safe Email
"better market operators . investors , right now , some of the best stock market researchers and analysts in the business are working their global contacts , pouring over financial data , and crunching the numbers to select the next buy / sell recommendation for money matters . . . . . . and investors fortunate enough to receive this newsletter are set to make a significant gain . . . . . . and one of these investors could be you . for a limited time , you ' re invited to receive a complimentary three - month subscription to money matters . that ' s six issues delivered to your door at absolutely no cost to you . the next issue contains information you won ' t want to miss . so sign up to confirm your subscription . money matters is no ordinary investment newsletter . it is written by top investment professionals including technical analysts , broker and traders . twice each month , this glossy , professionally - produced newsletter gives our readers the inside scoop on trends , momentums , news , insights and analyses on selected equities - - from both regional and global markets . alan roth of phoenix growth fund says , - money matters turns a mountain of data into four pages of common sense . but , of the six issues you ' re invited to receive , there ' s one that our readers anticipate the most . that ' s our famous - quarterly recommendation - issue , which profiles a company we predict will be a considerable stock market gainer . imagine . . . some of the world ' s leading financial commentators putting their reputation on the line to tell you exactly which stock to buy , when to buy it , and when to sell . no wonder mark hrbek , author of dollars and sense and the investor ' s guide to profits says , - i found money matters surprisingly candid , not afraid to make a call . . . just how insightful is money matters ? take a look at our previous quarterly recommendations and judge for yourself . wmc resources ltd , ticker : wmr - mining . . . buy oct 2004 aus $ 5 , sell dec 2004 aus $ 7 . 30 . rohwedder ag , market : frankfurt , ticker : rwd . . . machinery & equipment , industrial automation . buy oct 2004 ? 3 . 90 , sell jan 2005 ? 7 . 95 . cheniere energy inc , market : amex , ticker : lng . . . oil & gas exploration / production . buy nov 2004 $ 26 , sell jan 2005 $ 65 . 30 . proven results ! . . . . . . . more previous recommendations previous picks in your market . . . . . . . . . and if you received money matters , you could have read all about it . . . . . . and you still can ! simply by accepting our invitation for three - month subscription . just click sign up and you ' ll receive : three months - that ' s six issues - - of money matters , including our special quarterly recommendation issue , at absolutely no cost or obligation to you . trust me . you won ' t want to miss the news we have for you in the very next issue . so , i urge you to accept our invitation today . best regards , art wintersmoney matters ps . smooth times or turbulent . bull market or bear . there are always opportunities to make huge profits on the equities market . all you need is the right information - and the right buy / sell recommendations . exactly what you ' ll find in money matters . let our researchers and analysts do the legwork and dig for the nuggets of stock market gold . we ' ll make the calls . you make the profits . and here ' s a quick reply bonus . if you sign up within five days of receiving this email , we ' ll also add our valuable weekly email updates to your subscription . if any questions or comments regarding special areas of interest , drop me a line and we will respond as quickly as possible . unsubscribe",Phishing Email
"Hi Harri
Thanks for the help!> > (why do I have the feeling that Matthias will answer this one...? ;-)
> 
> I'm sorry if I disappointed you :)Hehe, no not at all! ;)------------------------------------------------
Kevin Worthington - 
Faithful Red Hat Linux user since April 1998
Registered Linux User #218689 - http://counter.li.org
-- 
Get your free email from www.linuxmail.org 
Powered by Outblaze_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list
",Safe Email
"if you are paying more than 3 . 6 % on your mortgage , we can slash your payment ! ( must have owned your home at least 24 months to qualify for this program ) guaranteed lowest rates on the planetapproval regardless of credit history ! start saving todayshow me the lowest rates to stop receiving offers here calibre baste chipmunk celebrity cultivable blackwell sadism buckwheat bullfrog recriminatory helium energetic fluoridate step carlyle omega greenwich seaport impoverish alba hogging there scotsmen terrapin poncho precept simper decreeing compass elves baroque baneberry been precept besiege perjury satin tattletale sawfly fraudulent suffragette boucher kindle pol bernstein maseru bombard propaganda housewares interregnum nettle chronograph rhombic despicable strife evans swim inscrutable indicter inoculate filamentary clash expellable abutted delouse amorphous snag agave approach infusible glom latter stockpile ironside mezzo threadbare indispensable provincial vicar dally perspire pretext abscess dolan confirmation anchorite chambers butadiene trot ncaa scalp hapsburg numismatic anton actinolite anarch hydrophobic confiscatory michel biaxial sentient liverpudlian fleeing handle o ' dell glycerinate slugging halvah buried alley dinghy loomis harass ash osteopathic confluent plight official swelt grave baffin voodoo rowena alfalfa chip dreary recurring graven interference conch slash cam hyacinth steven u coastline concord tabloid plaster ellison lexical divisor pelvis cloak americana immemorial spinach amongst being buck foible empire decompression haines astral tippy preface ferdinand stood departure baste dublin candelabra literal mimic disjunct arteriosclerosis porphyry dicta gemstone sadden fade lateran boylston phosphorus column yellowstone wee eyesight antic edwin farthest alan geographer dragnet dearborn curlicue appearance chariot brassiere footprint antares cuddly cheerful bus theta bemuse befallen baden circuitous lump ashley artistry flagstone chicanery contraception congressmen spoil blackbody teapot cleat heredity wobble poultry lost havoc artifice inexpressible detroit tennis debenture dramaturgy electrolyte ammo past glib lanka cardiff humble disastrous rosebud amaze ethanol discretion allison freestone lachesis asceticism progressive waistline canaveral browbeaten ace nevertheless seedy thirteen artificial diaphanous simplex posterity venereal creed beater armload mediate shrimp faustus economy neuronal crosshatch snowflake maladaptive decipher graduate mugho bailiff tile inward sally cassius pauline moreland decorous indulge schema tracery akers nipple scruple revival szilard candace mali macassar countrify crises debility nettlesome infinitude bagpipe stimulate casebook medic sergeant windshield salmonella chlorine huddle belove harness anglican badland tremendous broach inferno tattoo europa abstractor decontrolling cadre anastasia dairy found blatant korea chantey gawky connally yale committed abetted drunken coeducation dairy sidewalk stannous finish arcturus asilomar braille tat motherland protozoan anchovy jewish orin rant alliterate design slim airframe rut bombastic chert idiocy volcanic valedictory huston clotheshorse herman animism impolitic catch eye paulus menzies aerogene cavendish amerada gneiss lascivious liz bursty desire anxiety simmons hudson casteth quixotic shamble morphology prefatory nourish brook quatrain colatitude souvenir campsite cinematic autumn crystalline ductile testbed arteriolosclerosis cacm chemise committal conscionable analgesic junta beachhead crisis vita chairwoman snob grommet aristocracy pigging commutate thereupon client groat calibre abel righteous tripartite eider herringbone bricklay neglecter bicarbonate petrifaction compression antipode interviewee peculiar burro applause judge purse compulsion beseech psychobiology dabble megavolt wastage deregulate oersted annulling blacken abbe concatenate crease permitted congressmen byrd cominform fringe haul classy buoyant brad scuffle mutton appoint pickering gary merriment lecher spoon sovkhoz carib moneywort quizzes anywhere bridal depart alleviate benevolent zodiacal system moth responsive percussion triumphant leeway despoil dulse glenda bianco riverside schwartz marietta electoral tolerable evaluable oratorical autocracy redcoat causation casbah nutcrack maltose cantle sewn wallpaper polytypy sardine chancery crunch bronchitis margo donnelly astronautic occurring macbeth flash safekeeping malone catabolic lindbergh poetic barth decease megalomania astronomer softball fugal shmuel windward accreditate lacerate connally hotelman thrice gerhard calculus apartheid expatiate hiram abstractor chesterton assurance thespian broadcast bolton fluoridate drift hitherto chautauqua dodecahedra nova serendipity rightward devolution prague catchword jigsaw transition duet salisbury beggary ninefold prissy abet power horrify inextricable behold trigonal chestnut template hypnotic ackerman conformance adriatic deviant dissipate result lantern textural stopover audacious virtuosi compulsory bandgap",Phishing Email
schedule crawler : hourahead failure start date : 1 / 11 / 02 ; hourahead hour : 4 ; hourahead schedule download failed . manual intervention required .,Safe Email
"references in slavic syntax dear linguists , i am going to write a coursework in syntax on government and binding grammar basis . i have preliminary chosen two topics : "" formation of yes - no questions in russian "" or "" double negation in russian "" ( like "" he does not eat nothing "" ) . could you send me some references on these two topics so that i could read the relevant literature and choose one of the topics . i would prefer references on yes-no question formation and double negation in slavic languages but any references on these topics will do , preferred are references in gb framework . thank you , elena rudnitskaya .",Safe Email
"new staffing contact my name is alexus rhone , and i ' m your new staffing / recruiting contact . i ' m looking forward to working with each of you to assist in identifying , hiring and retaining a strong workforce for energy operations . as most of you may know , samantha ray is now recruiting for ees . and i ' m sad to report gail francis will be joining her effective this week . linda vargo will replace gail as my assistant . together she and i will work diligently to handle your recruiting needs . please be sure to carbon linda on any written correspondence with me concerning opening requisitions or requesting interview schedules . i ' ve already met most of you . and i look forward to meeting the rest of you before too long . if you need anything , please don ' t hesitate to call me at ext . 3 - 3202 or linda vargo at ext . 3 - 0637 . alexus rhone",Safe Email
"lexical semantic tagging lexical semantic tagging a special issue of the journal of natural language engineering guest editors : marc light and martha palmer call for papers note : deadline for submissions is november 1st , 1998 computing semantic representations is crucial for many applications of natural language processing . currently , semantic lexicons and sets of semantic composition rules are hand-crafted by the designers of the nlp system . the difficulty of building such hand-crafted semantic knowledge bases has limited the field of nlp to applications that can be contained within well-defined subdomains . the likely escape from this limitation will come from the use of automated or semi-automated methods of lexical acquisition . however , the field has yet to develop a clear consensus on a computational lexicon that could provide a springboard for such methods . one of the most controversial areas has to do with polysemy : what constitutes a clear separation into senses of a word , and how can they be computationally characterized and distinguished ? the answer to this question is critical to breaking the bottleneck of broad coverage semantic representation computation . a first step towards finding an answer lies in acquiring annotated corpora that will facilitate the use of empirical methods . the topic of this special issue is tagging word tokens in corpora with lexical semantic information . a concrete example of such tagging would be specifying the sense of an ambiguous word , like { \ em bank } , being used in a particular sentence in a corpus . lexical semantic tagging is critical to extending reliable co-reference for information extraction tasks , to widening the scope of responses to information retrieval queries , to more robust dialogue understanding , and to machine translation . in machine translation in particular , it is often necessary to disambiguate a polysemous source word in order to translate it correctly , since the target language may have distinct lexical items for different senses . we solicit articles which either : ( i ) discuss the characteristics of information to be tagged and how human tagging ( hand-tagging ) can be performed so as to maximize accuracy . such articles should concentrate on the specification of the task and also deal with issues in providing sufficient quantities of accurate and diverse hand-tagged data for the automatic approaches . ( ii ) discuss attempts to develop automated methods and their operation and performance . these articles should describe actual running systems and their design and implementation . we are particularly interested in discussions of lexical semantic tagging methods which are part of actual applications . format : in the interest of providing more coverage , we will be considering papers that are somewhat shorter than traditional journal papers . this would allow us to accept a maximum of 9 articles given an average length of 10 pages . schedule : november 1st , 1998 : submission deadline february 15th , 1999 : notification of acceptance please send submissions to : martha palmer institute for research in cognitive science 400a , 3401 walnut street / 6228 university of pennsylvania philadlephia , pa 19104 telephone : ( 215 ) 898-0361 fax no . : ( 215 ) 573-9247 e-mail : mpalmer @ cis . upenn . edu",Safe Email
"executive bonanza childish fulsome the only proven metzhod to enhkance the gitrth and lenwght of your pexnis ! both of our pronducts will work for you . 1 . the best suppjlement avaiplable ! - really works ! fiand it heree and 2 . enhaxncement oil - get stilff as a ronck in 60 seckonds ! fintd it hvere the two protducts wolrk great togexther for women only , our excllusive muti - orgyasmic oil . fwind it heure unvsubvscrtibe descent incaution demarcate penury counterflow cotty depressor affirmative domenico ninety automat lopez caucasian inert inroad invoke shiv asthma humphrey adrenaline northrop blameworthy grovel automorphic deceive avocation cognate frontiersman hashish fluent fungible escapee bedroom horizon axiology crib conversant prevention decisionmake demonstrable duma crestview portrayal elmsford chevalier jiffy lin christmas equidistant hays aboard coneflower aback furniture childish collagen flub elmhurst adventitious bullet appian prophet octagon invariant infantryman bus compare grunt browbeaten ankara conn indict cdc contact mannerism cotillion clue credulity ankle command drone flatware isfahan barton hieratic carolyn amoeba shah fontainebleau abrupt insolent implore huston apathy indebted fundraise helsinki proviso penh propitious kemp coddington accost astronaut appropriate extol door commonweal inclement each britten approximable adamson accord cone seraphim boucher baden lexical preston accustom sallow cassius breastplate moloch prosthesis cloudburst bipartisan getty bemadden sexual bowstring fiendish admitted fitzroy shutdown hangover hangable entity emblematic empiric capstone bail airlift consecutive navy et affricate capillary lexicography sinter fitful i ' s automotive ghastly jackson rubbish efficacious bellwether acs fedders signature appointee honeycomb impassive cylindric pterodactyl dispel impeach koala fangled dan blunder holland frequent indecent cursive extent bead macintosh euphoric milord alcott brenda gilead node papaw expurgate broglie cohort fredericton flamboyant h pompano chopin higgins andesine backstage corpora couscous euridyce alum ablaze alma ellis goodman classroom sinh hilarity cubbyhole simpson finnegan pestilential guardia janeiro fargo cockatoo blood conveyor polygon garnet more secret parade pigpen fingernail gustav gamecock exigent forrest abode orphan canyon offprint fold fungal maintenance servo psychoacoustic kaskaskia ashley consortium pastime accredit impracticable must otherwise deterring",Phishing Email
"dale nesbitt greg , dale nesbitt is a consultant who develops pricing models ( spot and fwd ) prices for e - commerce sites . he will be in houston in the beginning of july . any interest in meeting him ? vince - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 06 / 28 / 2000 05 : 24 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - vkaminski @ aol . com on 06 / 11 / 2000 03 : 17 : 23 pm to : vkamins @ enron . com cc : subject : dale nesbitt o : cc : subject : re : follow up vince : thanks for your help in this matter . i dont want to be a bother to you . i know you are doing your best to put this together as a go between . as you might suspect , i am in a hurry to put together the right hearing at enron because marketpoint is just now being completed - - u . s . and world oil and gas and north american electricity . we have just signed up our first web provider ( e - acumen . com ) , who is preparing to vend our north american electric generation data base over their website . i believe we are an integral part of their offering . it wont be long before marketpoint needs the capitalization to meet our growing customer needs professionally and quickly , particularly when we sign up one or more vertical portals to vend or offer fundamental forward projections from our models . i a loath to do so without the capitalization and staffing we need . also , i am loath to do so without the market reach that a partner like enron could render instantly available . i also would be eager during my next trip to houston to continue the discussion with you regarding how marketpoint might benefit enron directly . i plan to be there the last week in june . thanks again for all your help and support . dale",Safe Email
